test_case,sample_size,r2_demand_only,r2_supply_only,r2_both,unique_supply,unique_demand,supply_share_unique_pct,f_supply_given_demand,p_supply_given_demand,f_demand_given_supply,p_demand_given_supply
Income as demand proxy,1049,0.19554529935547205,0.4790234541428827,0.627197617224635,0.4316523178691629,0.14817416308175224,74.44508521950452,1208.8040223899147,1.4701122297024844e-176,414.9485985194499,6.269821133732104e-78
Bids received as demand proxy (robustness),1049,0.45917220489699784,0.4790234541428827,0.48234579692470037,0.023173592027702528,0.0033223427818176443,87.46093389154964,46.73627671366993,1.3792393738044147e-11,6.700468852781728,0.009772723506714247
