term,coef,std_err_hc3,z_or_t,p_value,ci_low_95,ci_high_95
Intercept,5.473016748126618,0.231116794464857,23.68074012448641,5.695044064625277e-124,5.020036154753152,5.925997341500084
log_quota,-0.19386685298856343,0.039170268964788896,-4.949336783028859,7.446679516643737e-07,-0.27063916942429667,-0.11709453655283017
log_bids,-0.05405258904886745,0.04316982883388228,-1.2520918083057981,0.21053641228532438,-0.1386638987820355,0.030558720684300586
log_cpi_private_transport,1.6499027453166364,0.04143841860252763,39.81577485237327,0.0,1.5686849372793876,1.7311205533538851
class_B,0.0,0.0,,,0.0,0.0
class_E,0.0,0.0,,,0.0,0.0
