variable,coef,p_value
const,0.0017229756760696342,0.6530001330151036
d_log_quota,-0.18595271653277543,2.5139134342418406e-06
d_log_bids,0.09896801812456067,0.003144921950781965
d_log_cpi_pt,1.4787807447841796,5.901681176142171e-08
d_log_rsi_mv,0.06232392272897228,0.00018340049206026632
class_Category B,0.0007221865878976164,0.89469068145028
class_Category E,0.0003225130173984254,0.9480064646442393
