n_obs,n_election,n_non_election,election_coef,election_p_value,implied_pct_effect,model_r2,model_adj_r2,welch_t_stat,welch_p_value
45,11,34,0.1656936185259162,0.005027479635372479,18.021145140041494,0.5572435802241708,0.500479936663167,1.0469969512185289,0.30855361457903596
